"","X","Unique.Id","indicator_id","geo_type_id","measurement_type_id","internal_id","subtopic_id","name","Measure","geo_type_name","description","geo_entity_id","geo_entity_name","year_description","data_value","lon","lat","Address","zipcode"
"220",221,495199,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",503504,"Southern SI","Annual Average 2016",0.66,-74.0006686,40.7208595,"459 Broadway, New York, NY 10013, USA","10013"
"221",222,495202,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",105106107,"South Bronx","Annual Average 2016",1.04,-73.9184261,40.81767,"360 E 151st St, Bronx, NY 10455, USA","10455"
"222",223,495205,370,6,104,2024,122,"Black Carbon","Mean","Citywide","Citywide",1,"New York City","Annual Average 2016",0.82,-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","10007"
"223",224,495208,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",101,"Financial District (CD1)","Annual Average 2016",1.15,-74.0082787,40.7077143,"26 Liberty St, New York, NY 10005, USA","10005"
"224",225,495211,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",102,"Greenwich Village and Soho (CD2)","Annual Average 2016",1.53,-73.9979716,40.7278058,"Off-Campus Housing, New York, NY 10012, USA","10012"
"225",226,495214,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",103,"Lower East Side and Chinatown (CD3)","Annual Average 2016",1.29,-73.9970307,40.7157509,"20 Elizabeth St, New York, NY 10013, USA","10013"
"226",227,495217,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",104,"Clinton and Chelsea (CD4)","Annual Average 2016",1.39,-73.9915613,40.7575867,"330 W 42nd St, New York, NY 10036, USA","10036"
"227",228,495220,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",105,"Midtown (CD5)","Annual Average 2016",1.61,-73.9840195,40.7549309,"42 St-Bryant Park Subway Station, New York, NY 10018, USA","10018"
"228",229,495223,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",106,"Stuyvesant Town and Turtle Bay (CD6)","Annual Average 2016",1.37,-73.9772417,40.7336112,"518 E 20th St, New York, NY 10009, USA","10009"
"229",230,495226,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",107,"Upper West Side (CD7)","Annual Average 2016",1.14,-73.9753676,40.7870106,"525 Amsterdam Ave, New York, NY 10024, USA","10024"
"230",231,495229,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",108,"Upper East Side (CD8)","Annual Average 2016",1.33,-73.9565551,40.7735649,"235 E 78th St, New York, NY 10075, USA","10075"
"231",232,495232,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",109,"Morningside Heights and Hamilton Heights (CD9)","Annual Average 2016",1.03,-73.957341,40.815638,"16 Old Broadway, New York, NY 10027, USA","10027"
"232",233,495235,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",110,"Central Harlem (CD10)","Annual Average 2016",1.09,-73.9499018,40.7973402,"9 W 110th St, New York, NY 10026, USA","10026"
"233",234,495238,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",111,"East Harlem (CD11)","Annual Average 2016",1.1,-73.9428147,40.8002976,"1664 Park Ave, New York, NY 10035, USA","10035"
"234",235,495241,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",112,"Washington Heights and Inwood (CD12)","Annual Average 2016",1,-73.9216022,40.8655733,"Messiah Mission Church, 202 Sherman Ave, New York, NY 10034, USA","10034"
"235",236,495244,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",201,"Mott Haven and Melrose (CD1)","Annual Average 2016",1.12,-73.9128734,40.8196463,"3024 3rd Ave, Bronx, NY 10455, USA","10455"
"236",237,495247,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",202,"Hunts Point and Longwood (CD2)","Annual Average 2016",1.08,-73.8920959,40.8211124,"1029 East 163rd Street, 3rd Floor, Bronx, NY 10459, United States","10459"
"237",238,495250,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",203,"Morrisania and Crotona (CD3)","Annual Average 2016",0.97,-73.8904307,40.8462275,"1975 Crotona Ave, Bronx, NY 10457, USA","10457"
"238",239,495253,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",204,"Highbridge and Concourse (CD4)","Annual Average 2016",1.07,-73.9271294,40.836916,"1164 Ogden Ave, Bronx, NY 10452, USA","10452"
"239",240,495256,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",205,"Fordham and University Heights (CD5)","Annual Average 2016",1.12,-73.9129619,40.861927,"209 W Fordham Rd, Bronx, NY 10468, USA","10468"
"240",241,495259,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",206,"Belmont and East Tremont (CD6)","Annual Average 2016",1.01,-73.864427,40.8410515,"1597 White Plains Rd, Bronx, NY 10460, USA","10460"
"241",242,495262,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",207,"Kingsbridge Heights and Bedford (CD7)","Annual Average 2016",0.92,-73.9006631,40.8776345,"5900, 3101 Kingsbridge Terrace, Bronx, NY 10463, United States","10463"
"242",243,495265,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",208,"Riverdale and Fieldston (CD8)","Annual Average 2016",0.81,-73.9069954,40.8859211,"3525 Riverdale Ave, Bronx, NY 10463, USA","10463"
"243",244,495268,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",209,"Parkchester and Soundview (CD9)","Annual Average 2016",0.9,-73.8566087,40.8382522,"1690 Metropolitan Ave, Bronx, NY 10462, USA","10462"
"244",245,495271,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",210,"Throgs Neck and Co-op City (CD10)","Annual Average 2016",0.88,-73.8213213,40.818399,"327 Swinton Ave, Bronx, NY 10465, USA","10465"
"245",246,495274,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",211,"Morris Park and Bronxdale (CD11)","Annual Average 2016",0.83,-73.8596912,40.8476095,"1824 Bronxdale Ave, Bronx, NY 10462, USA","10462"
"246",247,495277,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",212,"Williamsbridge and Baychester (CD12)","Annual Average 2016",0.82,-73.8566087,40.8776859,"3635 Paulding Ave, Bronx, NY 10469, USA","10469"
"247",248,495280,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",301,"Greenpoint and Williamsburg (CD1)","Annual Average 2016",1.22,-73.9515032,40.7304701,"210 Greenpoint Ave, Brooklyn, NY 11222, USA","11222"
"248",249,495283,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",302,"Fort Greene and Brooklyn Heights (CD2)","Annual Average 2016",1.04,-73.9741874,40.6920638,"160 Washington Park, Brooklyn, NY 11205, USA","11205"
"249",250,495286,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",303,"Bedford Stuyvesant (CD3)","Annual Average 2016",0.83,-73.9417735,40.6872176,"584 Gates Ave, Brooklyn, NY 11221, USA","11221"
"250",251,495289,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",304,"Bushwick (CD4)","Annual Average 2016",0.87,-73.9170604,40.6957755,"338 Wilson Ave, Brooklyn, NY 11221, USA","11221"
"251",252,495292,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",305,"East New York and Starrett City (CD5)","Annual Average 2016",0.83,-73.880203,40.6489978,"155 Elmira Loop, Brooklyn, NY 11239, USA","11239"
"252",253,495295,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",306,"Park Slope and Carroll Gardens (CD6)","Annual Average 2016",1.06,-73.9814228,40.6710672,"374 4th St, Brooklyn, NY 11215, USA","11215"
"253",254,495298,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",307,"Sunset Park (CD7)","Annual Average 2016",0.99,-74.0157776,40.64655,"5194 3rd Ave, Brooklyn, NY 11220, USA","11220"
"254",255,495301,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",308,"Crown Heights and Prospect Heights (CD8)","Annual Average 2016",0.87,-73.9422324,40.6694022,"792 Eastern Pkwy, Brooklyn, NY 11213, USA","11213"
"255",256,495304,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",309,"South Crown Heights and Lefferts Gardens (CD9)","Annual Average 2016",0.78,-73.9425224,40.6658465,"385 Kingston Ave, Brooklyn, NY 11225, USA","11225"
"256",257,495307,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",310,"Bay Ridge and Dyker Heights (CD10)","Annual Average 2016",0.81,-74.0074524,40.6202809,"7418 13th Ave, Brooklyn, NY 11228, USA","11228"
"257",258,495310,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",311,"Bensonhurst (CD11)","Annual Average 2016",0.7,-73.9921833,40.6139307,"7124 19th Ave, Brooklyn, NY 11204, USA","11204"
"258",259,495313,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",312,"Borough Park (CD12)","Annual Average 2016",0.74,-73.9921028,40.6350319,"4822 13th Ave, Brooklyn, NY 11219, USA","11219"
"259",260,495316,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",313,"Coney Island (CD13)","Annual Average 2016",0.65,-73.9748754,40.5742632,"602 Surf Ave, Brooklyn, NY 11224, USA","11224"
"260",261,495319,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",314,"Flatbush and Midwood (CD14)","Annual Average 2016",0.75,-73.96151,40.629722,"812 East 16th Street, Brooklyn, NY 11230, USA","11230"
"261",262,495322,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",315,"Sheepshead Bay (CD15)","Annual Average 2016",0.67,-73.9457538,40.5953955,"4361 Bedford Ave, Brooklyn, NY 11229, USA","11229"
"262",263,495325,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",316,"Brownsville (CD16)","Annual Average 2016",0.85,-73.9125304,40.665214,"632 Thomas S Boyland St, Brooklyn, NY 11212, USA","11212"
"263",264,495328,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",317,"East Flatbush (CD17)","Annual Average 2016",0.81,-73.9299899,40.6481656,"1011 Utica Ave, Brooklyn, NY 11203, USA","11203"
"264",265,495331,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",318,"Flatlands and Canarsie (CD18)","Annual Average 2016",0.68,-73.9032937,40.6419051,"9321 Flatlands Ave, Brooklyn, NY 11236, USA","11236"
"265",266,495334,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",401,"Long Island City and Astoria (CD1)","Annual Average 2016",0.88,-73.9234619,40.7643574,"3094 31st St, Astoria, NY 11102, USA","11102"
"266",267,495337,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",402,"Woodside and Sunnyside (CD2)","Annual Average 2016",1.21,-73.9036487,40.7512123,"34-21 58th St, Woodside, NY 11377, USA","11377"
"267",268,495340,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",403,"Jackson Heights (CD3)","Annual Average 2016",0.77,-73.8830701,40.7556818,"8402 Northern Blvd, Flushing, NY 11372, USA","11372"
"268",269,495343,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",404,"Elmhurst and Corona (CD4)","Annual Average 2016",0.87,-73.8801301,40.737975,"82-33 Queens Blvd, Elmhurst, NY 11373, USA","11373"
"269",270,495346,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",405,"Ridgewood and Maspeth (CD5)","Annual Average 2016",0.86,-73.9018292,40.7043986,"6708 Forest Ave, Ridgewood, NY 11385, USA","11385"
"270",271,495349,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",406,"Rego Park and Forest Hills (CD6)","Annual Average 2016",0.83,-73.8624893,40.7255722,"631-25 Alderton St, Flushing, NY 11374, USA","11374"
"271",272,495352,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",407,"Flushing and Whitestone (CD7)","Annual Average 2016",0.8,-73.833079,40.7674987,"134-27 32nd Ave, Flushing, NY 11354, USA","11354"
"272",273,495355,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",408,"Hillcrest and Fresh Meadows (CD8)","Annual Average 2016",0.77,-73.8001762,40.7229706,"168-2 Union Tpke, Jamaica, NY 11432, USA","11432"
"273",274,495358,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",409,"Kew Gardens and Woodhaven (CD9)","Annual Average 2016",0.77,-73.8272029,40.705695,"83-13 124th Pl, Jamaica, NY 11415, USA","11415"
"274",275,495361,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",410,"South Ozone Park and Howard Beach (CD10)","Annual Average 2016",0.68,-73.8124984,40.6764003,"116-16 126th St, Jamaica, NY 11420, USA","11420"
"275",276,495364,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",411,"Bayside and Little Neck (CD11)","Annual Average 2016",0.77,-73.7654367,40.7585569,"215-42 46th Ave, Flushing, NY 11361, USA","11361"
"276",277,495367,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",412,"Jamaica and Hollis (CD12)","Annual Average 2016",0.75,-73.771711,40.7102714,"187-10 Jamaica Ave, Jamaica, NY 11423, USA","11423"
"277",278,495370,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",413,"Queens Village (CD13)","Annual Average 2016",0.68,-73.7419017,40.7156628,"216-25 Hempstead Ave, Jamaica, NY 11429, USA","11429"
"278",279,495373,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",414,"Rockaway and Broad Channel (CD14)","Annual Average 2016",0.56,-73.8213213,40.6158335,"15 E 1st St, Far Rockaway, NY 11693, USA","11693"
"279",280,495376,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",501,"St. George and Stapleton (CD1)","Annual Average 2016",0.72,-74.0799469,40.6427017,"100 Belmont Pl, Staten Island, NY 10301, USA","10301"
"280",282,495382,370,17,104,2024,122,"Black Carbon","Mean","CD","Neighborhood (community district)",503,"Tottenville and Great Kills (CD3)","Annual Average 2016",0.63,-74.2355404,40.5083408,"6 Kathleen Ct, Staten Island, NY 10307, USA","10307"
"281",283,411989,386,1,104,2027,122,"Ozone (O3)","Mean","Borough","Borough",1,"Bronx","Summer 2016",33.09,-73.8648268,40.8447819,"60 Metropolitan Oval, Bronx, NY 10462, USA","10462"
"282",284,411990,386,1,104,2027,122,"Ozone (O3)","Mean","Borough","Borough",2,"Brooklyn","Summer 2016",33.98,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA","11216"
"283",285,411991,386,1,104,2027,122,"Ozone (O3)","Mean","Borough","Borough",3,"Manhattan","Summer 2016",30.3,-73.9712488,40.7830603,"225 Central Park West, New York, NY 10024, USA","10024"
"284",286,411992,386,1,104,2027,122,"Ozone (O3)","Mean","Borough","Borough",4,"Queens","Summer 2016",33.98,-73.7948516,40.7282239,"7424 175th St, Fresh Meadows, NY 11366, USA","11366"
"285",287,411993,386,1,104,2027,122,"Ozone (O3)","Mean","Borough","Borough",5,"Staten Island","Summer 2016",35.11,-74.1502007,40.5795317,"579 Richmond Hill Rd, Staten Island, NY 10306, USA","10306"
"286",288,411994,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",101,"Kingsbridge - Riverdale","Summer 2016",32.46,-73.9024298,40.883563,"3450 Kingsbridge Ave, Bronx, NY 10463, USA","10463"
"287",289,411995,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",102,"Northeast Bronx","Summer 2016",33.21,-73.8648268,40.8447819,"60 Metropolitan Oval, Bronx, NY 10462, USA","10462"
"288",290,411996,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",103,"Fordham - Bronx Pk","Summer 2016",32.78,-73.8945473,40.8648137,"Poe Park, Grand Concourse bet. E. 192 St. and, E Kingsbridge Rd, Bronx, NY 10458, United States","10458"
"289",291,411997,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",104,"Pelham - Throgs Neck","Summer 2016",33.63,-73.8053262,40.8119378,"140 Pennyfield Ave, Bronx, NY 10465, USA","10465"
"290",292,411998,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",105,"Crotona -Tremont","Summer 2016",32.31,-73.8904307,40.8462275,"1975 Crotona Ave, Bronx, NY 10457, USA","10457"
"291",293,411999,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",106,"High Bridge - Morrisania","Summer 2016",32.34,-73.9286734,40.8367117,"1155 University Ave, Bronx, NY 10452, USA","10452"
"292",294,412000,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",107,"Hunts Point - Mott Haven","Summer 2016",33.57,-73.9228881,40.8091068,"236e Willis Ave, Bronx, NY 10454, USA","10454"
"293",295,412001,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",201,"Greenpoint","Summer 2016",32.96,-73.9515032,40.7304701,"210 Greenpoint Ave, Brooklyn, NY 11222, USA","11222"
"294",296,412002,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",202,"Downtown - Heights - Slope","Summer 2016",31.98,-74.0006686,40.7208595,"459 Broadway, New York, NY 10013, USA","10013"
"295",297,412003,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",203,"Bedford Stuyvesant - Crown Heights","Summer 2016",32.98,-73.9422324,40.6694022,"792 Eastern Pkwy, Brooklyn, NY 11213, USA","11213"
"296",298,412004,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",204,"East New York","Summer 2016",34.26,-73.8759245,40.6590529,"997 Elton St, Brooklyn, NY 11208, USA","11208"
"297",299,412005,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",205,"Sunset Park","Summer 2016",33.28,-74.0157776,40.64655,"5194 3rd Ave, Brooklyn, NY 11220, USA","11220"
"298",300,412006,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",206,"Borough Park","Summer 2016",33.54,-73.9921028,40.6350319,"4822 13th Ave, Brooklyn, NY 11219, USA","11219"
"299",301,412007,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",207,"East Flatbush - Flatbush","Summer 2016",33.66,-73.9486519,40.639045,"1910 Nostrand Ave, Brooklyn, NY 11226, USA","11226"
"300",302,412008,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",208,"Canarsie - Flatlands","Summer 2016",35.79,-73.9321664,40.6232714,"4502 Avenue L, Brooklyn, NY 11234, USA","11234"
"301",303,412009,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",209,"Bensonhurst - Bay Ridge","Summer 2016",34.25,-74.0298767,40.6263732,"8201 3rd Ave, Brooklyn, NY 11209, USA","11209"
"302",304,412010,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",210,"Coney Island - Sheepshead Bay","Summer 2016",35.62,-73.9707016,40.5755438,"145 Sea Breeze Ave, Brooklyn, NY 11224, USA","11224"
"303",305,412011,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",211,"Williamsburg - Bushwick","Summer 2016",32.99,-73.9570696,40.7081156,"311 Broadway, Brooklyn, NY 11211, USA","11211"
"304",306,412012,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",301,"Washington Heights","Summer 2016",31.92,-73.9393554,40.8417082,"3335 Broadway, New York, NY 10032, USA","10032"
"305",307,412013,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",302,"Central Harlem - Morningside Heights","Summer 2016",31.35,-73.9624327,40.8089564,"Mathematics Hall, 2990 Broadway, New York, NY 10027, USA","10027"
"306",308,412014,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",303,"East Harlem","Summer 2016",31.62,-73.9389213,40.7957399,"2237 2nd Ave, New York, NY 10029, USA","10029"
"307",309,412015,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",304,"Upper West Side","Summer 2016",30.54,-73.9753676,40.7870106,"525 Amsterdam Ave, New York, NY 10024, USA","10024"
"308",310,412016,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",305,"Upper East Side","Summer 2016",30.17,-73.9565551,40.7735649,"235 E 78th St, New York, NY 10075, USA","10075"
"309",311,412017,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",306,"Chelsea - Clinton","Summer 2016",28.76,-73.994137,40.7620382,"645 10th Ave, New York, NY 10036, USA","10036"
"310",312,412018,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",307,"Gramercy Park - Murray Hill","Summer 2016",27.51,-73.9844722,40.7367783,"243 3rd Ave, New York, NY 10003, USA","10003"
"311",313,412019,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",308,"Greenwich Village - SoHo","Summer 2016",30.03,-74.0029883,40.723301,"501 Broome St, New York, NY 10013, USA","10013"
"312",314,412020,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",309,"Union Square - Lower East Side","Summer 2016",30.14,-73.9761295,40.7127869,"East River Promenade, New York, NY 10002, USA","10002"
"313",315,412021,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",310,"Lower Manhattan","Summer 2016",29.73,-74.0006686,40.7208595,"459 Broadway, New York, NY 10013, USA","10013"
"314",316,412022,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",401,"Long Island City - Astoria","Summer 2016",33.15,-73.9234619,40.7643574,"3094 31st St, Astoria, NY 11102, USA","11102"
"315",317,412023,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",402,"West Queens","Summer 2016",33.12,-73.7529749,40.7772409,"32-2 West Dr, Little Neck, NY 11363, USA","11363"
"316",318,412024,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",403,"Flushing - Clearview","Summer 2016",33.44,-73.777482,40.7593085,"4250 Clearview Expressway Service Road, Bayside, NY 11361, USA","11361"
"317",319,412025,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",404,"Bayside - Little Neck","Summer 2016",32.99,-73.739473,40.7669896,"247-21 Northern Blvd, Douglaston, NY 11363, USA","11363"
"318",320,412026,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",405,"Ridgewood - Forest Hills","Summer 2016",33.48,-73.8442894,40.7219087,"107-55 Queens Blvd, Forest Hills, NY 11375, USA","11375"
"319",321,412027,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",406,"Fresh Meadows","Summer 2016",33.16,-73.7801447,40.7335179,"73-15 192nd St, Flushing, NY 11366, USA","11366"
"320",322,412028,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",407,"Southwest Queens","Summer 2016",34.34,-73.7948516,40.7282239,"7424 175th St, Fresh Meadows, NY 11366, USA","11366"
"321",323,412029,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",408,"Jamaica","Summer 2016",33.86,-73.7889689,40.702677,"103-20 169th St, Jamaica, NY 11433, USA","11433"
"322",324,412030,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",409,"Southeast Queens","Summer 2016",34.3,-73.8398084,40.6572736,"16004 Cross Bay Blvd, Howard Beach, NY 11414, USA","11414"
"323",325,412031,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",410,"Rockaways","Summer 2016",38.18,-73.7977928,40.592658,"PO Box920898, Arverne, NY 11692, United States","11692"
"324",326,412032,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",501,"Port Richmond","Summer 2016",33.42,-74.1254641,40.6354914,"124 Bodine St, Staten Island, NY 10310, USA","10310"
"325",327,412033,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",502,"Stapleton - St. George","Summer 2016",34.18,-74.0783714,40.6270496,"135 Canal St, Staten Island, NY 10304, USA","10304"
"326",328,412034,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",503,"Willowbrook","Summer 2016",34.68,-74.1384762,40.6031598,"1038 Willowbrook Rd, Staten Island, NY 10314, USA","10314"
"327",329,412035,386,3,104,2027,122,"Ozone (O3)","Mean","UHF42","Neighborhood (UHF 42)",504,"South Beach - Tottenville","Summer 2016",36.17,-74.0668076,40.5903824,"280 Father Capodanno Blvd, Staten Island, NY 10305, USA","10305"
"328",330,412036,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",101,"Kingsbridge - Riverdale","Summer 2016",32.46,-73.9024298,40.883563,"3450 Kingsbridge Ave, Bronx, NY 10463, USA","10463"
"329",331,412037,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",102,"Northeast Bronx","Summer 2016",33.21,-73.8648268,40.8447819,"60 Metropolitan Oval, Bronx, NY 10462, USA","10462"
"330",332,412038,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",103,"Fordham - Bronx Pk","Summer 2016",32.78,-73.8945473,40.8648137,"Poe Park, Grand Concourse bet. E. 192 St. and, E Kingsbridge Rd, Bronx, NY 10458, United States","10458"
"331",333,412039,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",104,"Pelham - Throgs Neck","Summer 2016",33.63,-73.8053262,40.8119378,"140 Pennyfield Ave, Bronx, NY 10465, USA","10465"
"332",334,412040,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",201,"Greenpoint","Summer 2016",32.96,-73.9515032,40.7304701,"210 Greenpoint Ave, Brooklyn, NY 11222, USA","11222"
"333",335,412041,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",202,"Downtown - Heights - Slope","Summer 2016",31.98,-74.0006686,40.7208595,"459 Broadway, New York, NY 10013, USA","10013"
"334",336,412042,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",203,"Bedford Stuyvesant - Crown Heights","Summer 2016",32.98,-73.9422324,40.6694022,"792 Eastern Pkwy, Brooklyn, NY 11213, USA","11213"
"335",337,412043,386,4,104,2027,122,"Ozone (O3)","Mean","UHF34","Neighborhood (UHF 34)",204,"East New York","Summer 2016",34.26,-73.8759245,40.6590529,"997 Elton St, Brooklyn, NY 11208, USA","11208"
